TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,Event Technology,Event LTE Events,Event 5G-NR/LTE Events,5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving PCI MOD 3,5G KPI PCell RF Serving PCI MOD 4,5G KPI PCell RF Serving PCI MOD 12,5G KPI PCell RF Serving PCI MOD 30,5G KPI PCell RF NR-ARFCN,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Subcarrier Spacing,5G KPI PCell RF Tx Beam ID 0,5G KPI PCell RF Rx Beam ID 0,5G KPI PCell RF Rx Beam ID 1,5G KPI PCell RF Serving PCI-SSB Idx,5G KPI PCell RF Serving SSB Idx,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF Serving SS-RSRQ [dB],5G KPI PCell RF Serving SS-SINR [dB],5G KPI PCell RF Best Beam SSB Idx,5G KPI PCell RF Best Beam SS-RSRP [dBm],5G KPI PCell RF Best Beam SS-RSRQ [dB],5G KPI PCell RF Best Beam State,5G KPI PCell RF Best Beam CSI-RSRP[SSBRI] [dBm],5G KPI PCell RF Pathloss [dB],5G KPI PCell RF PUSCH Power [dBm],5G KPI PCell RF PUCCH Power [dBm],5G KPI PCell RF SRS Power [dBm],5G KPI PCell RF ENDC Tx Power [dBm],5G KPI PCell RF Neighbor Top1 PCI,5G KPI PCell RF Neighbor Top1 SS-RSRP [dBm],5G KPI PCell RF Neighbor Top1 SS-RSRQ [dB],5G KPI PCell RF Neighbor Top2 PCI,5G KPI PCell RF Neighbor Top2 SS-RSRP [dBm],5G KPI PCell RF Neighbor Top2 SS-RSRQ [dB],5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 DL Layer Num (Mode),5G KPI PCell Layer1 DL Layer Num (Avg),5G KPI PCell Layer1 UL Layer Num (Mode),5G KPI PCell Layer1 UL Layer Num (Avg),5G KPI PCell Layer1 DL MIMO,5G KPI PCell Layer1 UL MIMO,5G KPI PCell Layer1 DL MCS (Mode),5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 UL MCS (Mode),5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 DL RB Num (Mode),5G KPI PCell Layer1 DL RB Num (Avg),5G KPI PCell Layer1 DL RB Num (Including 0),5G KPI PCell Layer1 UL RB Num (Mode),5G KPI PCell Layer1 UL RB Num (Avg),5G KPI PCell Layer1 UL RB Num (Including 0),5G KPI PCell Layer1 PDSCH Throughput [Mbps],5G KPI PCell Layer1 PUSCH Throughput [Mbps],5G KPI PCell Layer1 DL BWP ID,5G KPI PCell Layer1 UL BWP ID,5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI SCell[1] RF Serving PCI,5G KPI SCell[1] RF NR-ARFCN,5G KPI SCell[1] RF Frequency [MHz],5G KPI SCell[1] RF Subcarrier Spacing,5G KPI SCell[1] RF Serving PCI-SSB Idx,5G KPI SCell[1] RF Serving SSB Idx,5G KPI SCell[1] RF Serving SS-RSRP [dBm],5G KPI SCell[1] RF Serving SS-RSRQ [dB],5G KPI SCell[1] RF Best Beam SSB Idx,5G KPI SCell[1] RF Best Beam SS-RSRP [dBm],5G KPI SCell[1] RF Best Beam SS-RSRQ [dB],5G KPI SCell[1] RF Best Beam State,5G KPI SCell[1] RF SRS Power,5G KPI SCell[1] RF Neighbor Top1 PCI,5G KPI SCell[1] RF Neighbor Top1 SS-RSRP [dBm],5G KPI SCell[1] RF Neighbor Top1 SS-RSRQ [dB],5G KPI SCell[1] RF Neighbor Top2 PCI,5G KPI SCell[1] RF Neighbor Top2 SS-RSRP [dBm],5G KPI SCell[1] RF Neighbor Top2 SS-RSRQ [dB],5G KPI SCell[1] Layer1 DL BLER [%],5G KPI SCell[1] Layer1 DL Layer Num (Mode),5G KPI SCell[1] Layer1 DL Layer Num (Avg),5G KPI SCell[1] Layer1 DL MIMO,5G KPI SCell[1] Layer1 DL MCS (Mode),5G KPI SCell[1] Layer1 DL MCS (Avg),5G KPI SCell[1] Layer1 DL RB Num (Mode),5G KPI SCell[1] Layer1 DL RB Num (Avg),5G KPI SCell[1] Layer1 DL RB Num (Including 0),5G KPI SCell[1] Layer1 PDSCH Throughput [Mbps],5G KPI SCell[1] Layer1 PUSCH Throughput [Mbps],5G KPI SCell[1] Layer1 DL BWP ID,5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI Total Info DL CA Type,5G KPI Total Info UL CA Type,5G KPI Total Info Layer1 DL BLER [%],5G KPI Total Info Layer1 UL BLER [%],5G KPI Total Info Layer1 DL RB Num(Including 0),5G KPI Total Info Layer1 UL RB Num(Including 0),5G KPI Total Info Layer1 PDSCH Throughput [Mbps],5G KPI Total Info Layer1 PUSCH Throughput [Mbps],5G KPI Total Info Layer2 MAC DL Throughput [Mbps],5G KPI Total Info Layer2 MAC UL Throughput [Mbps],5G KPI Total Info Layer2 RLC DL Throughput [Mbps],5G KPI Total Info Layer2 RLC UL Throughput [Mbps],5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps],5G KPI Total Info Layer2 PDCP UL Throughput(+Split Bearer) [Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
2023-03-01 15:40:28.300000,-71.089951,42.334621,-71.089950,42.334620,15:40:28,0,0,0.00,0.00,1,2,,,,,,,,,,,,120kHz,,,,,,,,26.03,,,,,-65.00,62.00,-0.95,-5.15,,,,,,,,,0.00,10.59,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,23,23.43,4,4.00,,66,53.71,,0.073,60.589,1,1,0.073,55.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,33.575,,0.000,31.967,DL NonCA,UL 2CA,0.00,8.21,,,0.073,94.164,0.073,87.263,,,,,,,,
2023-03-01 15:40:28.400000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,29,157,371_3,3,-66.56,-10.35,24.92,3,-66.56,-10.35,Serving Beam,-65.76,62.00,-0.51,-5.08,,,369,-85.23,-10.63,370,-102.63,-15.55,0.00,8.13,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,24,23.85,4,4.00,,66,56.07,,0.072,86.607,1,1,0.072,79.329,371,2074999,27749.96,,371_3,3,-79.90,-10.36,3,-79.90,-10.36,Serving Beam,,369,-88.34,-11.07,370,-103.88,-15.84,,,,,,,,,,0.000,2.771,,0.000,2.032,DL NonCA,UL 2CA,0.00,8.59,,,0.072,89.378,0.072,81.361,,,,,,,,
2023-03-01 15:40:28.500000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,29,157,371_3,3,-66.63,-10.35,24.76,3,-66.63,-10.35,Serving Beam,-65.00,62.00,-1.14,-5.06,-26.00,,369,-84.70,-10.55,370,-102.78,-15.43,0.00,9.52,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,25,24.76,4,4.00,,66,55.23,,0.093,68.150,1,1,0.093,62.148,371,2074999,27749.96,,371_3,3,-79.90,-10.36,3,-79.90,-10.36,Serving Beam,-23.00,369,-88.34,-11.07,370,-103.88,-15.84,,,,,,,,,,0.000,29.486,,0.000,26.070,DL NonCA,UL 2CA,0.00,10.32,,,0.093,97.636,0.093,88.217,0.000,75.447,0.000,76.535,,,,
2023-03-01 15:40:28.600000,-71.089951,42.334621,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,24.93,,,,,-65.00,62.00,-0.66,-4.87,,,,,,,,,0.00,8.57,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,25,24.60,4,4.00,,66,56.36,,0.057,84.050,1,1,0.057,78.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,0.000,,DL NonCA,UL NonCA,0.00,8.57,,,0.057,84.050,0.057,78.273,,,,,0.000,76.225,0,4773600
2023-03-01 15:40:28.700000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,29,157,371_3,3,-66.52,-10.35,25.05,3,-66.52,-10.35,Serving Beam,-65.00,62.00,-0.53,-5.23,,,369,-84.28,-10.49,370,-103.59,-16.01,0.00,10.17,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,24,24.33,4,4.00,,66,58.69,,0.086,93.416,1,1,0.086,84.244,371,2074999,27749.96,,371_3,3,-79.90,-10.36,3,-79.90,-10.36,Serving Beam,,369,-88.34,-11.07,370,-103.78,-13.72,,,,,,,,,,0.000,2.606,,0.000,2.606,DL NonCA,UL 2CA,0.00,9.84,,,0.086,96.022,0.086,86.849,,,,,,,,
2023-03-01 15:40:28.800000,-71.089951,42.334621,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,,,,,,-65.00,62.00,-0.88,-5.15,-26.00,,,,,,,,0.00,7.32,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,24,23.63,4,4.00,,66,51.15,,0.073,56.850,1,1,0.073,53.067,,,,,,,,,,,,,-23.00,,,,,,,,,,,,,,,,0.000,30.319,,0.000,27.416,DL NonCA,UL 2CA,0.00,7.69,,,0.073,87.169,0.073,80.483,,,,,,,,
2023-03-01 15:40:28.900000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,29,157,371_3,3,-66.66,-10.35,24.31,3,-66.66,-10.35,Serving Beam,-65.00,62.00,-0.82,-5.00,,,369,-83.79,-10.50,370,-103.88,-16.21,0.00,9.01,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,24,23.62,4,4.00,,66,58.76,,0.067,88.522,1,1,0.067,80.544,371,2074999,27749.96,,371_3,3,-79.90,-10.36,3,-79.90,-10.36,Serving Beam,,369,-88.34,-11.07,370,-103.78,-13.72,,,,,,,,,,0.000,,,0.000,,DL NonCA,UL NonCA,0.00,9.01,,,0.067,88.522,0.067,80.544,,,,,,,,
2023-03-01 15:40:29.000000,-71.089951,42.334621,,,,,,,,,,,5G-NR_NSA(2CA),,,371,2,3,11,11,2073333,27650.00,120kHz,3,29,157,371_3,3,-66.80,-10.35,25.96,3,-66.80,-10.35,Serving Beam,-65.00,62.00,-0.88,-5.19,,0.50,369,-83.61,-10.59,370,-104.09,-16.48,0.00,9.78,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,24,23.89,4,4.00,1.32,66,53.18,6.09,0.086,64.654,1,1,0.086,58.466,371,2074999,27749.96,,371_3,3,-79.90,-10.36,3,-79.90,-10.36,Serving Beam,,369,-88.34,-11.07,370,-103.78,-13.72,,,,,,,,,,0.000,27.698,,0.000,26.653,DL NonCA,UL 2CA,0.00,8.15,1.32,8.49,0.086,92.352,0.086,85.119,0.000,74.595,0.000,76.467,,,,
2023-03-01 15:40:29.100000,-71.089951,42.334621,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,24.60,,,,,-65.00,62.00,-0.64,-5.21,-20.00,,,,,,,,0.00,9.17,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,24,24.02,4,4.00,,66,55.88,,0.090,82.361,1,1,0.090,74.681,,,,,,,,,,,,,-17.00,,,,,,,,,,,,,,,,0.000,0.000,,0.000,0.000,DL NonCA,UL NonCA,0.00,9.17,,,0.090,82.361,0.090,74.681,,,,,0.000,77.026,0,4804488
2023-03-01 15:40:29.200000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,29,157,371_3,3,-66.91,-10.35,24.91,3,-66.91,-10.35,Serving Beam,-65.95,62.20,-1.12,-4.90,,,369,-83.77,-10.70,370,-103.43,-16.17,0.00,10.53,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,25,24.59,4,4.00,,66,52.05,,0.086,58.523,1,1,0.086,54.091,371,2074999,27749.96,,371_3,3,-79.88,-10.38,3,-79.88,-10.38,Serving Beam,,369,-88.02,-11.02,370,-100.65,-15.24,,,,,,,,,,0.000,34.149,,0.000,31.936,DL NonCA,UL 2CA,0.00,9.76,,,0.086,92.672,0.086,86.027,,,,,,,,
2023-03-01 15:40:29.300000,-71.089951,42.334621,-71.089950,42.334620,15:40:29,0,0,0.00,0.00,1,2,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,29,157,371_3,3,-67.05,-10.35,26.15,3,-67.05,-10.35,Serving Beam,-65.64,63.00,-0.51,-4.51,,,369,-84.07,-10.66,370,-101.64,-16.16,0.00,6.02,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,25,24.92,4,4.00,,66,50.94,,0.092,59.196,1,1,0.092,55.682,371,2074999,27749.96,,371_3,3,-79.88,-10.38,3,-79.88,-10.38,Serving Beam,,369,-88.02,-11.02,370,-100.65,-15.24,,,,,,,,,,0.000,33.143,,0.000,31.663,DL NonCA,UL 2CA,0.00,5.47,,,0.092,92.339,0.092,87.345,,,,,,,,
2023-03-01 15:40:29.400000,-71.089951,42.334621,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,22.80,,,,,-65.60,63.00,-0.46,-4.20,,,,,,,,,0.00,6.67,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,25,25.11,4,4.00,,66,54.11,,0.092,63.315,1,1,0.092,59.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,35.320,,0.000,32.930,DL NonCA,UL 2CA,0.00,6.84,,,0.092,98.634,0.092,92.312,,,,,,,,
2023-03-01 15:40:29.500000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,29,157,371_3,3,-67.01,-10.35,26.30,3,-67.01,-10.35,Serving Beam,-65.22,63.00,0.11,-4.17,-20.00,,369,-83.87,-10.66,370,-101.04,-15.91,0.00,11.11,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,25,25.00,4,4.00,,66,56.58,,0.089,92.902,1,1,0.089,84.145,371,2074999,27749.96,,371_3,3,-79.88,-10.38,3,-79.88,-10.38,Serving Beam,-17.00,369,-88.02,-11.02,370,-100.65,-15.24,,,,,,,,,,0.000,,,0.000,,DL NonCA,UL NonCA,0.00,11.11,,,0.089,92.902,0.089,84.145,0.000,74.830,0.000,76.736,,,,
2023-03-01 15:40:29.600000,-71.089951,42.334621,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,26.46,,,,,-65.00,62.00,-0.47,-4.48,,,,,,,,,0.00,7.02,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,25,24.64,4,4.00,,66,54.86,,0.079,85.533,1,1,0.079,79.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,0.000,,DL NonCA,UL NonCA,0.00,7.02,,,0.079,85.533,0.079,79.274,,,,,0.000,76.490,0,4780620
2023-03-01 15:40:29.700000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,29,157,371_3,3,-66.89,-10.37,24.45,3,-66.89,-10.37,Serving Beam,-65.00,62.00,-1.11,-5.02,-21.00,,369,-83.06,-10.56,370,-101.44,-17.26,0.00,8.33,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,25,25.00,4,4.00,,66,50.95,,0.070,60.027,1,1,0.070,56.459,371,2074999,27749.96,,371_3,3,-79.88,-10.38,3,-79.88,-10.38,Serving Beam,-18.00,369,-88.02,-11.02,370,-100.65,-15.24,,,,,,,,,,0.000,34.441,,0.000,31.183,DL NonCA,UL 2CA,0.00,8.89,,,0.070,94.468,0.070,87.642,,,,,,,,
2023-03-01 15:40:29.800000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,29,157,371_3,3,-66.62,-10.40,26.29,3,-66.62,-10.40,Serving Beam,-65.00,62.00,-1.14,-5.26,,,369,-82.51,-10.52,370,-101.94,-18.16,0.00,7.89,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,25,25.00,4,4.00,,66,51.96,,0.073,59.792,1,1,0.073,55.945,371,2074999,27749.96,,371_3,3,-79.88,-10.38,3,-79.88,-10.38,Serving Beam,,369,-84.54,-10.40,370,-100.65,-15.24,,,,,,,,,,0.000,31.643,,0.000,29.314,DL NonCA,UL 2CA,0.00,8.94,,,0.073,91.435,0.073,85.259,,,,,,,,
2023-03-01 15:40:29.900000,-71.089951,42.334621,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,25.86,,,,,-65.00,62.00,-0.92,-5.11,,,,,,,,,0.00,15.29,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,25,24.44,4,4.00,,66,55.53,,0.089,66.806,1,1,0.089,57.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,35.739,,0.000,30.594,DL NonCA,UL 2CA,0.00,15.33,,,0.089,102.545,0.089,88.517,,,,,,,,
2023-03-01 15:40:30.000000,-71.089951,42.334621,,,,,,,,,,,5G-NR_NSA(2CA),,,371,2,3,11,11,2073333,27650.00,120kHz,3,29,157,371_3,3,-66.58,-10.40,24.87,3,-66.58,-10.40,Serving Beam,-65.00,62.00,-1.33,-5.21,,0.27,369,-81.77,-10.48,370,-101.29,-17.66,0.00,6.10,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,24,23.92,4,4.00,1.12,66,50.82,6.39,0.089,59.551,1,1,0.089,57.467,371,2074999,27749.96,,371_3,3,-80.14,-10.39,3,-80.14,-10.39,Serving Beam,,369,-84.54,-10.40,370,-104.05,-19.55,,,,,,,,,,0.000,33.062,,0.000,32.090,DL NonCA,UL 2CA,0.00,5.04,1.12,9.15,0.089,92.613,0.089,89.557,0.000,75.626,0.000,76.199,,,,
2023-03-01 15:40:30.100000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,29,157,371_3,3,-66.60,-10.39,25.36,3,-66.60,-10.39,Serving Beam,-65.00,62.00,-0.81,-5.00,-21.00,,369,-81.01,-10.45,370,-102.20,-17.86,0.00,9.48,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,24,24.43,4,4.00,,66,54.55,,0.067,84.915,1,1,0.067,77.714,371,2074999,27749.96,,371_3,3,-80.14,-10.39,3,-80.14,-10.39,Serving Beam,-18.00,369,-84.54,-10.40,370,-104.05,-19.55,,,,,,,,,,0.000,0.595,,0.000,0.595,DL NonCA,UL 2CA,0.00,9.40,,,0.067,85.509,0.067,78.308,,,,,0.000,76.355,0,4772196
2023-03-01 15:40:30.200000,-71.089951,42.334621,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,26.03,,,,,-65.00,62.00,-1.19,-5.22,,,,,,,,,0.00,10.75,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,25,24.69,4,4.00,,66,51.28,,0.100,67.827,1,1,0.100,61.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,31.039,,0.000,28.414,DL NonCA,UL 2CA,0.00,10.96,,,0.100,98.866,0.100,89.737,,,,,,,,
2023-03-01 15:40:30.300000,-71.089951,42.334621,-71.089950,42.334620,15:40:30,0,0,0.00,0.00,1,2,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,29,157,371_3,3,-66.64,-10.39,24.84,3,-66.64,-10.39,Serving Beam,-65.00,62.00,-1.15,-5.03,,,369,-80.38,-10.45,370,-102.81,-18.15,0.00,8.11,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,24,24.34,4,4.00,,66,53.64,,0.089,57.201,1,1,0.089,53.262,371,2074999,27749.96,,371_3,3,-80.14,-10.39,3,-80.14,-10.39,Serving Beam,,369,-84.54,-10.40,370,-102.46,-14.06,,,,,,,,,,0.000,29.181,,0.000,26.663,DL NonCA,UL 2CA,0.00,8.55,,,0.089,86.382,0.089,79.926,,,,,,,,
2023-03-01 15:40:30.400000,-71.089951,42.334621,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,24.06,,,,,-65.00,62.00,-1.11,-5.09,-21.00,,,,,,,,0.00,9.89,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,24,23.98,4,4.00,,66,54.78,,0.070,71.257,1,1,0.070,65.435,,,,,,,,,,,,,-18.00,,,,,,,,,,,,,,,,0.000,36.957,,0.000,33.584,DL NonCA,UL 2CA,0.00,9.66,,,0.070,108.214,0.070,99.019,,,,,,,,
2023-03-01 15:40:30.500000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,29,157,371_3,3,-66.60,-10.39,25.98,3,-66.60,-10.39,Serving Beam,-65.00,62.00,-1.10,-5.20,,,369,-80.44,-10.44,370,-108.29,-15.22,0.00,9.52,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,23,23.38,4,4.00,,66,55.68,,0.084,63.773,1,1,0.084,58.644,371,2074999,27749.96,,371_3,3,-80.14,-10.39,3,-80.14,-10.39,Serving Beam,,369,-84.54,-10.40,370,-102.46,-14.06,,,,,,,,,,0.000,36.019,,0.000,31.351,DL NonCA,UL 2CA,0.00,10.95,,,0.084,99.792,0.084,89.994,0.000,74.958,0.000,76.827,,,,
2023-03-01 15:40:30.600000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,29,157,371_3,3,-66.70,-10.39,25.16,3,-66.70,-10.39,Serving Beam,-65.00,62.00,-0.72,-5.06,,,369,-80.85,-10.45,370,-103.33,-15.15,0.00,7.96,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,24,23.76,4,4.00,,66,56.35,,0.082,82.714,1,1,0.082,76.894,371,2074999,27749.96,,371_3,3,-80.14,-10.39,3,-80.14,-10.39,Serving Beam,,369,-84.15,-10.44,370,-102.46,-14.06,,,,,,,,,,0.000,,,0.000,,DL NonCA,UL 2CA,0.00,7.96,,,0.082,82.714,0.082,76.894,,,,,0.000,76.629,0,4798872
2023-03-01 15:40:30.700000,-71.089951,42.334621,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,26.18,,,,,-65.00,62.00,-0.74,-5.09,-24.00,,,,,,,,0.00,11.11,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,23,23.47,4,4.00,,66,53.90,,0.079,59.724,1,1,0.079,53.370,,,,,,,,,,,,,-21.00,,,,,,,,,,,,,,,,0.000,35.056,,0.000,32.619,DL NonCA,UL 2CA,0.00,9.35,,,0.079,94.780,0.079,85.989,,,,,,,,
2023-03-01 15:40:30.800000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,29,157,371_3,3,-66.65,-10.39,24.17,3,-66.65,-10.39,Serving Beam,-65.00,62.00,-1.04,-5.09,,,369,-80.82,-10.43,370,-103.33,-15.15,0.00,8.43,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,24,23.79,4,4.00,,66,54.34,,0.068,60.138,1,1,0.068,55.240,371,2074999,27749.96,,371_3,3,-80.96,-10.37,3,-80.96,-10.37,Serving Beam,,369,-84.15,-10.44,370,-104.90,-16.09,,,,,,,,,,0.000,34.591,,0.000,32.378,DL NonCA,UL 2CA,0.00,7.41,,,0.068,94.729,0.068,87.618,,,,,,,,
2023-03-01 15:40:30.900000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,29,157,371_3,3,-66.55,-10.39,24.35,3,-66.55,-10.39,Serving Beam,-65.00,62.00,-0.92,-5.13,,,369,-80.81,-10.41,370,-103.33,-15.15,0.00,10.26,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,23,23.46,4,4.00,,66,55.68,,0.083,82.166,1,1,0.083,75.093,371,2074999,27749.96,,371_3,3,-81.18,-10.36,3,-81.18,-10.36,Serving Beam,,369,-84.15,-10.44,370,-104.90,-16.09,,,,,,,,,,0.000,0.177,,0.000,0.177,DL NonCA,UL 2CA,0.00,10.17,,,0.083,82.342,0.083,75.269,,,,,,,,
2023-03-01 15:40:31.000000,-71.089951,42.334621,,,,,,,,,,,5G-NR_NSA(2CA),,,,,,,,,,120kHz,,,,,,,,25.41,,,,,-65.00,62.00,-0.82,-5.19,-24.00,1.39,,,,,,,0.00,6.98,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,23,23.29,4,4.00,0.76,66,55.37,6.19,0.073,62.100,1,1,0.073,58.514,,,,,,,,,,,,,-20.00,,,,,,,,,,,,,,,,0.000,37.965,,0.000,34.093,DL NonCA,UL 2CA,0.00,7.91,0.76,9.19,0.073,100.065,0.073,92.607,0.000,75.268,0.000,76.533,,,,
2023-03-01 15:40:31.100000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,29,157,371_3,3,-66.52,-10.39,23.63,3,-66.52,-10.39,Serving Beam,-65.00,62.00,-1.02,-5.09,,,369,-80.83,-10.41,370,-102.62,-15.52,0.00,11.94,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,24,23.75,4,4.00,,66,54.73,,0.077,61.315,1,1,0.077,55.039,371,2074999,27749.96,,371_3,3,-81.18,-10.36,3,-81.18,-10.36,Serving Beam,,369,-84.15,-10.44,370,-104.90,-16.09,,,,,,,,,,0.000,32.676,,0.000,29.680,DL NonCA,UL 2CA,0.00,11.00,,,0.077,93.992,0.077,84.719,,,,,0.000,76.756,0,4787640
2023-03-01 15:40:31.200000,-71.089951,42.334621,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,25.72,,,,,-65.00,62.00,-0.90,-5.03,,,,,,,,,0.00,9.00,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,23,23.35,4,4.00,,66,55.70,,0.090,63.153,1,1,0.090,58.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,38.383,,0.000,34.962,DL NonCA,UL 2CA,0.00,9.03,,,0.090,101.536,0.090,93.615,,,,,,,,
2023-03-01 15:40:31.300000,-71.089951,42.334621,-71.089950,42.334620,15:40:31,0,0,0.00,0.00,1,2,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,29,157,371_3,3,-66.45,-10.39,24.66,3,-66.45,-10.39,Serving Beam,-65.00,62.00,-0.78,-5.06,,,369,-80.80,-10.41,370,-102.09,-15.41,0.00,8.47,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,23,23.26,4,4.00,,66,53.98,,0.063,84.373,1,1,0.063,79.146,371,2074999,27749.96,,371_3,3,-81.18,-10.36,3,-81.18,-10.36,Serving Beam,,369,-84.15,-10.44,370,-104.90,-16.09,,,,,,,,,,0.000,3.029,,0.000,2.738,DL NonCA,UL 2CA,0.00,8.87,,,0.063,87.402,0.063,81.884,,,,,,,,
2023-03-01 15:40:31.400000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,29,157,371_3,3,-66.47,-10.38,25.23,3,-66.47,-10.38,Serving Beam,-65.00,62.00,-1.10,-5.03,-15.00,,369,-80.65,-10.41,370,-102.16,-15.67,0.00,9.30,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,24,23.58,4,4.00,,66,54.57,,0.080,63.526,1,1,0.080,58.460,371,2074999,27749.96,,371_3,3,-81.18,-10.36,3,-81.18,-10.36,Serving Beam,-10.00,369,-83.41,-10.47,370,-103.45,-15.95,,,,,,,,,,0.000,35.543,,0.000,31.127,DL NonCA,UL 2CA,0.00,10.53,,,0.080,99.069,0.080,89.587,,,,,,,,
