TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,Event Technology,Event LTE Events,Event 5G-NR/LTE Events,5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving PCI MOD 3,5G KPI PCell RF Serving PCI MOD 4,5G KPI PCell RF Serving PCI MOD 12,5G KPI PCell RF Serving PCI MOD 30,5G KPI PCell RF NR-ARFCN,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Subcarrier Spacing,5G KPI PCell RF Tx Beam ID 0,5G KPI PCell RF Rx Beam ID 0,5G KPI PCell RF Rx Beam ID 1,5G KPI PCell RF Serving PCI-SSB Idx,5G KPI PCell RF Serving SSB Idx,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF Serving SS-RSRQ [dB],5G KPI PCell RF Serving SS-SINR [dB],5G KPI PCell RF Best Beam SSB Idx,5G KPI PCell RF Best Beam SS-RSRP [dBm],5G KPI PCell RF Best Beam SS-RSRQ [dB],5G KPI PCell RF Best Beam State,5G KPI PCell RF Best Beam CSI-RSRP[SSBRI] [dBm],5G KPI PCell RF Pathloss [dB],5G KPI PCell RF PUSCH Power [dBm],5G KPI PCell RF PUCCH Power [dBm],5G KPI PCell RF SRS Power [dBm],5G KPI PCell RF ENDC Tx Power [dBm],5G KPI PCell RF Neighbor Top1 PCI,5G KPI PCell RF Neighbor Top1 SS-RSRP [dBm],5G KPI PCell RF Neighbor Top1 SS-RSRQ [dB],5G KPI PCell RF Neighbor Top2 PCI,5G KPI PCell RF Neighbor Top2 SS-RSRP [dBm],5G KPI PCell RF Neighbor Top2 SS-RSRQ [dB],5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 DL Layer Num (Mode),5G KPI PCell Layer1 DL Layer Num (Avg),5G KPI PCell Layer1 UL Layer Num (Mode),5G KPI PCell Layer1 UL Layer Num (Avg),5G KPI PCell Layer1 DL MIMO,5G KPI PCell Layer1 UL MIMO,5G KPI PCell Layer1 DL MCS (Mode),5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 UL MCS (Mode),5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 DL RB Num (Mode),5G KPI PCell Layer1 DL RB Num (Avg),5G KPI PCell Layer1 DL RB Num (Including 0),5G KPI PCell Layer1 UL RB Num (Mode),5G KPI PCell Layer1 UL RB Num (Avg),5G KPI PCell Layer1 UL RB Num (Including 0),5G KPI PCell Layer1 PDSCH Throughput [Mbps],5G KPI PCell Layer1 PUSCH Throughput [Mbps],5G KPI PCell Layer1 DL BWP ID,5G KPI PCell Layer1 UL BWP ID,5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI SCell[1] RF Serving PCI,5G KPI SCell[1] RF NR-ARFCN,5G KPI SCell[1] RF Frequency [MHz],5G KPI SCell[1] RF Subcarrier Spacing,5G KPI SCell[1] RF Serving PCI-SSB Idx,5G KPI SCell[1] RF Serving SSB Idx,5G KPI SCell[1] RF Serving SS-RSRP [dBm],5G KPI SCell[1] RF Serving SS-RSRQ [dB],5G KPI SCell[1] RF Best Beam SSB Idx,5G KPI SCell[1] RF Best Beam SS-RSRP [dBm],5G KPI SCell[1] RF Best Beam SS-RSRQ [dB],5G KPI SCell[1] RF Best Beam State,5G KPI SCell[1] RF SRS Power,5G KPI SCell[1] RF Neighbor Top1 PCI,5G KPI SCell[1] RF Neighbor Top1 SS-RSRP [dBm],5G KPI SCell[1] RF Neighbor Top1 SS-RSRQ [dB],5G KPI SCell[1] RF Neighbor Top2 PCI,5G KPI SCell[1] RF Neighbor Top2 SS-RSRP [dBm],5G KPI SCell[1] RF Neighbor Top2 SS-RSRQ [dB],5G KPI SCell[1] Layer1 DL BLER [%],5G KPI SCell[1] Layer1 DL Layer Num (Mode),5G KPI SCell[1] Layer1 DL Layer Num (Avg),5G KPI SCell[1] Layer1 DL MIMO,5G KPI SCell[1] Layer1 DL MCS (Mode),5G KPI SCell[1] Layer1 DL MCS (Avg),5G KPI SCell[1] Layer1 DL RB Num (Mode),5G KPI SCell[1] Layer1 DL RB Num (Avg),5G KPI SCell[1] Layer1 DL RB Num (Including 0),5G KPI SCell[1] Layer1 PDSCH Throughput [Mbps],5G KPI SCell[1] Layer1 PUSCH Throughput [Mbps],5G KPI SCell[1] Layer1 DL BWP ID,5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI Total Info DL CA Type,5G KPI Total Info UL CA Type,5G KPI Total Info Layer1 DL BLER [%],5G KPI Total Info Layer1 UL BLER [%],5G KPI Total Info Layer1 DL RB Num(Including 0),5G KPI Total Info Layer1 UL RB Num(Including 0),5G KPI Total Info Layer1 PDSCH Throughput [Mbps],5G KPI Total Info Layer1 PUSCH Throughput [Mbps],5G KPI Total Info Layer2 MAC DL Throughput [Mbps],5G KPI Total Info Layer2 MAC UL Throughput [Mbps],5G KPI Total Info Layer2 RLC DL Throughput [Mbps],5G KPI Total Info Layer2 RLC UL Throughput [Mbps],5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps],5G KPI Total Info Layer2 PDCP UL Throughput(+Split Bearer) [Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
2023-03-01 15:39:27.200000,-71.089943,42.334629,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,20,148,371_3,3,-67.73,-10.37,14.40,3,-67.73,-10.37,Serving Beam,-66.00,63.00,,,,,369,-81.88,-10.43,370,-98.47,-15.08,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:39:27.300000,-71.089943,42.334629,-71.089940,42.334630,15:39:27,0,0,0.00,1.11,1,2,,,,,,,,,,,,,,,,,,,,,,,,,-66.00,,,-3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:39:27.400000,-71.089943,42.334629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.00,,,-3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:39:27.500000,-71.089943,42.334629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,0.000,0.007,,,,,
2023-03-01 15:39:27.600000,-71.089943,42.334629,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,20,148,371_3,3,-67.46,-10.34,18.94,3,-67.46,-10.34,Serving Beam,-66.00,63.00,,-3.00,,,369,-81.88,-10.43,370,-98.47,-15.08,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0,0
2023-03-01 15:39:27.700000,-71.089943,42.334629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.00,,,,,,,,,,,,,0.00,,,1,1.00,,SMSL,,,26,26.00,,,,8,8.00,,0.000,0.355,,1,0.000,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UL NonCA,,0.00,,,0.000,0.355,0.000,0.355,,,,,,,,
2023-03-01 15:39:27.800000,-71.089943,42.334629,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,20,148,371_3,3,-67.43,-10.34,18.55,3,-67.43,-10.34,Serving Beam,-66.00,63.00,-6.00,-3.00,,,369,-81.88,-10.43,370,-98.59,-13.83,0.00,0.00,2,2.00,1,1.00,2x2_MIMO,SMSL,20,12.29,27,27.00,4,4.00,,8,8.00,,0.118,0.124,1,1,0.118,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,0.00,,,0.118,0.124,0.118,0.124,,,,,,,,
2023-03-01 15:39:27.900000,-71.089943,42.334629,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,20,148,371_3,3,-67.09,-10.38,25.80,3,-67.09,-10.38,Serving Beam,-65.30,63.00,-6.00,-3.50,,,369,-81.79,-10.41,370,-101.63,-16.50,0.00,0.00,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,27,27.00,4,4.00,,8,8.00,,0.045,0.068,1,1,0.045,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,0.00,,,0.045,0.068,0.045,0.068,,,,,,,,
2023-03-01 15:39:28.000000,-71.089943,42.334629,,,,,,,,,,,5G-NR_NSA,,,,,,,,,,120kHz,,,,,,,,,,,,,-65.00,62.00,,-3.00,,-3.48,,,,,,,,,,,,,,,,,,,,,0.05,,,0.66,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.66,0.000,0.000,0.000,0.000,0.004,0.007,0.007,0.007,,,,
2023-03-01 15:39:28.100000,-71.089943,42.334629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.00,,,-4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,0.007,0.007,449,435
2023-03-01 15:39:28.200000,-71.089943,42.334629,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,20,148,371_3,3,-67.08,-10.35,24.57,3,-67.08,-10.35,Serving Beam,-65.95,63.00,-5.86,-4.04,,,369,-81.82,-10.41,370,-102.02,-16.87,0.00,25.00,2,2.00,1,1.00,2x2_MIMO,SMSL,0,1.43,25,25.50,4,4.00,,8,8.25,,0.057,0.541,1,1,0.057,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,25.00,,,0.057,0.541,0.057,0.400,,,,,,,,
2023-03-01 15:39:28.300000,-71.089943,42.334629,-71.089940,42.334630,15:39:28,0,0,0.00,0.00,1,2,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,20,148,371_3,3,-67.17,-10.35,26.52,3,-67.17,-10.35,Serving Beam,-66.00,63.00,-3.92,-3.76,-29.00,,369,-81.63,-10.42,370,-103.40,-18.52,0.00,0.00,2,2.00,1,1.00,2x2_MIMO,SMSL,0,1.25,25,25.00,4,4.00,,8,19.73,,0.059,2.116,1,1,0.059,2.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,0.00,,,0.059,2.116,0.059,2.116,,,,,,,,
2023-03-01 15:39:28.400000,-71.089943,42.334629,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,27.09,,,,,-66.00,63.00,-2.91,-3.39,,,,,,,,,0.00,8.11,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,26,25.62,4,4.00,,18,21.46,,0.030,5.498,1,1,0.030,5.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,8.11,,,0.030,5.498,0.030,5.183,,,,,,,,
2023-03-01 15:39:28.500000,-71.089943,42.334629,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,20,148,371_3,3,-67.24,-10.35,25.85,3,-67.24,-10.35,Serving Beam,-66.00,63.00,-3.06,-3.36,,,369,-81.22,-10.41,,,,0.00,0.00,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,28,27.92,4,4.00,,16,18.03,,0.015,5.238,1,1,0.015,5.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,0.00,,,0.015,5.238,0.015,5.238,0.000,2.169,0.000,2.189,,,,
2023-03-01 15:39:28.600000,-71.089943,42.334629,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,20,148,371_3,3,-67.27,-10.35,26.21,3,-67.27,-10.35,Serving Beam,-66.00,63.00,-3.31,-3.27,-29.00,,369,-81.73,-10.46,,,,0.00,2.94,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,28,28.00,4,4.00,,16,17.74,,0.021,5.294,1,1,0.021,5.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,2.94,,,0.021,5.294,0.021,5.200,,,,,0.007,3.357,408,209829
2023-03-01 15:39:28.700000,-71.089943,42.334629,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,26.67,,,,,-66.00,63.00,-3.31,-3.38,,,,,,,,,0.00,0.00,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,28,28.00,4,4.00,,14,17.44,,0.018,5.117,1,1,0.018,5.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,0.00,,,0.018,5.117,0.018,5.117,,,,,,,,
2023-03-01 15:39:28.800000,-71.089943,42.334629,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,20,148,371_3,3,-67.18,-10.35,26.21,3,-67.18,-10.35,Serving Beam,-66.00,63.00,-3.41,-3.39,,,369,-81.85,-10.52,370,-113.53,-15.16,0.00,0.00,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,28,28.00,4,4.00,,14,17.65,,0.029,5.212,1,1,0.029,5.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,0.00,,,0.029,5.212,0.029,5.212,,,,,,,,
2023-03-01 15:39:28.900000,-71.089943,42.334629,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,20,148,371_3,3,-67.04,-10.35,24.86,3,-67.04,-10.35,Serving Beam,-65.85,63.00,-2.45,-3.27,,,369,-82.30,-10.50,370,-113.00,-16.45,0.00,30.95,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,26,26.17,4,4.00,,15,24.90,,0.010,7.918,1,1,0.010,5.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,30.95,,,0.010,7.918,0.010,5.282,,,,,,,,
2023-03-01 15:39:29.000000,-71.089943,42.334629,,,,,,,,,,,5G-NR_NSA,,,,,,,,,,120kHz,,,,,,,,26.88,,,,,-65.00,63.00,-2.11,-3.48,-29.00,-2.66,,,,,,,0.00,8.57,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,26,25.97,4,4.00,0.06,15,21.60,0.97,0.029,5.690,1,1,0.029,5.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,8.57,0.06,0.97,0.029,5.690,0.029,5.373,0.000,5.171,0.000,5.099,,,,
2023-03-01 15:39:29.100000,-71.089943,42.334629,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,20,148,371_3,3,-66.92,-10.35,25.64,3,-66.92,-10.35,Serving Beam,-65.00,63.00,-1.71,-3.27,,,369,-82.27,-10.54,370,-112.46,-16.52,0.00,16.22,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,25,25.55,4,4.00,,19,22.30,,0.017,6.155,1,1,0.017,5.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,16.22,,,0.017,6.155,0.017,5.044,,,,,0.000,5.089,0,318708
2023-03-01 15:39:29.200000,-71.089943,42.334629,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,25.60,,,,,-65.00,63.00,-1.97,-3.76,,,,,,,,,0.00,3.03,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,27,26.38,4,4.00,,8,23.67,,0.041,5.825,1,1,0.041,5.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,3.03,,,0.041,5.825,0.041,5.757,,,,,,,,
2023-03-01 15:39:29.300000,-71.089943,42.334629,-71.089940,42.334630,15:39:29,0,0,0.00,0.00,1,2,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,20,148,371_3,3,-67.08,-10.35,24.69,3,-67.08,-10.35,Serving Beam,-65.95,63.00,-2.53,-3.79,-28.00,,369,-81.98,-10.53,370,-112.15,-17.42,0.00,0.00,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,28,27.90,4,4.00,,8,22.97,,0.046,5.615,1,1,0.046,5.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,0.00,,,0.046,5.615,0.046,5.615,,,,,,,,
2023-03-01 15:39:29.400000,-71.089943,42.334629,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,20,148,371_3,3,-67.34,-10.35,25.36,3,-67.34,-10.35,Serving Beam,-65.85,63.60,-3.00,-3.50,,,369,-81.89,-10.48,370,-112.34,-17.89,0.00,2.86,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,28,28.00,4,4.00,,14,18.77,,0.032,5.283,1,1,0.032,5.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,2.86,,,0.032,5.283,0.032,5.193,,,,,,,,
2023-03-01 15:39:29.500000,-71.089943,42.334629,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,26.01,,,,,-65.00,64.00,-2.80,-2.32,,,,,,,,,0.00,0.00,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,28,28.00,4,4.00,,16,19.66,,0.028,5.267,1,1,0.028,5.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,0.00,,,0.028,5.267,0.028,5.267,0.000,5.127,0.000,5.099,,,,
2023-03-01 15:39:29.600000,-71.089943,42.334629,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,20,148,371_3,3,-67.11,-10.35,25.50,3,-67.11,-10.35,Serving Beam,-65.00,64.00,-2.71,-2.39,-30.00,,369,-81.73,-10.46,370,-111.84,-18.87,0.00,0.00,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,28,28.00,4,4.00,,16,19.21,,0.037,5.181,1,1,0.037,5.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,0.00,,,0.037,5.181,0.037,5.181,,,,,0.000,5.087,0,317304
2023-03-01 15:39:29.700000,-71.089943,42.334629,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,20,148,371_3,3,-67.03,-10.35,25.53,3,-67.03,-10.35,Serving Beam,-65.00,64.00,-1.43,-2.33,,,369,-81.72,-10.46,370,-111.42,-18.67,0.00,39.47,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,27,26.74,4,4.00,,27,27.84,,0.010,8.451,1,1,0.010,5.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,39.47,,,0.010,8.451,0.010,5.238,,,,,,,,
2023-03-01 15:39:29.800000,-71.089943,42.334629,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,25.92,,,,,-65.75,64.00,-2.00,-2.50,,,,,,,,,0.00,6.06,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,27,26.84,4,4.00,,15,20.06,,0.042,5.095,1,1,0.042,4.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,6.06,,,0.042,5.095,0.042,4.943,,,,,,,,
2023-03-01 15:39:29.900000,-71.089943,42.334629,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,20,148,371_3,3,-67.41,-10.35,24.97,3,-67.41,-10.35,Serving Beam,-66.00,64.00,-2.03,-2.27,-30.00,,369,-81.37,-10.41,370,-111.56,-18.40,0.00,17.95,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,26,26.19,4,4.00,,28,22.74,,0.010,6.611,1,1,0.010,5.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,17.95,,,0.010,6.611,0.010,5.467,,,,,,,,
2023-03-01 15:39:30.000000,-71.089943,42.334629,,,,,,,,,,,5G-NR_NSA,,,,,,,,,,120kHz,,,,,,,,25.54,,,,,-66.00,64.00,-2.20,-2.49,,-3.10,,,,,,,0.00,8.82,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,25,25.45,4,4.00,0.46,8,22.65,0.94,0.035,5.575,1,1,0.035,5.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,8.82,0.46,0.94,0.035,5.575,0.035,5.218,0.000,5.138,0.000,5.099,,,,
2023-03-01 15:39:30.100000,-71.089943,42.334629,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,20,148,371_3,3,-67.51,-10.35,26.11,3,-67.51,-10.35,Serving Beam,-66.00,63.50,-3.73,-2.57,,,369,-81.59,-10.41,,,,0.00,0.00,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,28,27.84,4,4.00,,16,17.18,,0.010,5.099,1,1,0.010,5.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,0.00,,,0.010,5.099,0.010,5.099,,,,,0.000,5.099,0,318708
2023-03-01 15:39:30.200000,-71.089943,42.334629,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,20,148,371_3,3,-67.30,-10.35,24.88,3,-67.30,-10.35,Serving Beam,-66.00,63.00,-4.11,-3.29,-26.00,,369,-81.59,-10.42,,,,0.00,0.00,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,28,28.00,4,4.00,,16,17.92,,0.020,5.276,1,1,0.020,5.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,0.00,,,0.020,5.276,0.020,5.276,,,,,,,,
2023-03-01 15:39:30.300000,-71.089943,42.334629,-71.089940,42.334630,15:39:30,0,0,0.00,0.00,1,2,,,,,,,,,,,,120kHz,,,,,,,,26.24,,,,,-66.00,63.00,-4.03,-3.65,,,,,,,,,0.00,0.00,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,28,28.00,4,4.00,,16,19.94,,0.045,4.936,1,1,0.045,4.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,0.00,,,0.045,4.936,0.045,4.936,,,,,,,,
2023-03-01 15:39:30.400000,-71.089943,42.334629,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,20,148,371_3,3,-67.46,-10.34,26.16,3,-67.46,-10.34,Serving Beam,-66.00,63.00,-4.18,-3.81,,,369,-81.77,-10.41,370,-110.80,-19.65,0.00,2.78,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,28,28.00,4,4.00,,14,20.33,,0.040,5.480,1,1,0.040,5.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,2.78,,,0.040,5.480,0.040,5.364,,,,,,,,
2023-03-01 15:39:30.500000,-71.089943,42.334629,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,20,148,371_3,3,-67.43,-10.34,26.19,3,-67.43,-10.34,Serving Beam,-66.00,63.00,-2.15,-3.10,-25.00,,369,-81.80,-10.46,370,-108.90,-19.30,0.00,34.21,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,25,26.04,4,4.00,,27,27.13,,0.002,8.292,1,1,0.002,5.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,34.21,,,0.002,8.292,0.002,5.367,0.005,5.164,0.006,5.122,,,,
2023-03-01 15:39:30.600000,-71.089943,42.334629,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,26.73,,,,,-66.00,63.00,-2.11,-3.74,,,,,,,,,0.00,13.51,2,2.00,1,1.00,2x2_MIMO,SMSL,0,3.29,26,26.06,4,4.00,,17,21.81,,0.122,5.866,1,1,0.122,5.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,13.51,,,0.122,5.866,0.122,5.287,,,,,0.006,5.127,351,320436
2023-03-01 15:39:30.700000,-71.089943,42.334629,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,20,148,371_3,3,-67.30,-10.34,25.46,3,-67.30,-10.34,Serving Beam,-66.00,63.00,-1.92,-3.24,,,369,-81.71,-10.46,370,-108.99,-19.30,0.00,13.51,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,25,25.44,4,4.00,,8,21.86,,0.025,5.938,1,1,0.025,5.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,13.51,,,0.025,5.938,0.025,5.226,,,,,,,,
2023-03-01 15:39:30.800000,-71.089943,42.334629,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,26.62,,,,,-66.00,63.00,-2.21,-3.39,,,,,,,,,0.00,11.11,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,26,26.34,4,4.00,,15,21.14,,0.020,5.694,1,1,0.020,5.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,11.11,,,0.020,5.694,0.020,5.042,,,,,,,,
2023-03-01 15:39:30.900000,-71.089943,42.334629,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,20,148,371_3,3,-67.40,-10.34,25.96,3,-67.40,-10.34,Serving Beam,-66.00,63.00,-2.46,-3.61,-29.00,,369,-81.93,-10.48,370,-108.45,-19.05,0.00,0.00,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,28,27.89,4,4.00,,16,18.97,,0.024,5.358,1,1,0.024,5.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,0.00,,,0.024,5.358,0.024,5.358,,,,,,,,
2023-03-01 15:39:31.000000,-71.089943,42.334629,,,,,,,,,,,5G-NR_NSA,,,371,2,3,11,11,2073333,27650.00,120kHz,3,20,148,371_3,3,-67.36,-10.34,27.15,3,-67.36,-10.34,Serving Beam,-66.00,63.00,-3.23,-3.39,,-3.15,369,-81.95,-10.46,370,-107.79,-19.07,0.00,0.00,2,2.00,1,1.00,2x2_MIMO,SMSL,0,0.00,28,28.00,4,4.00,0.06,14,19.68,0.93,0.037,5.212,1,1,0.037,5.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,0.00,0.06,0.93,0.037,5.212,0.037,5.212,0.000,5.181,0.000,5.104,,,,
